Timestamp,Timestamp (Seconds),Algorithm,Algorithm (human readable),Avg Key Gen Time (ms),Avg Cert Signing Request Time (ms),Avg Cert Gen Time (ms),Avg Cert Verifying Time (ms),
2021-03-12 22:36:03.254742,1615588563.254742,secp 256k1,ECDSA 256k1,4.231452941894531,4.934549331665039,3.9114952087402344,4.69517707824707,
2021-03-12 22:36:03.286642,1615588563.286642,secp 384r1,ECDSA 384r1,4.754781723022461,6.288051605224609,6.170034408569336,5.144834518432617,
2021-03-12 22:36:03.337121,1615588563.337121,secp 521r1,ECDSA 521r1,6.617307662963867,9.784460067749023,9.083747863769531,8.510589599609375,
2021-03-12 22:36:03.601020,1615588563.60102,rsa 2048,RSA 2048,81.41183853149414,11.308908462524414,4.6539306640625,3.6797523498535156,
2021-03-12 22:36:04.196643,1615588564.196643,rsa 3072,RSA 3072,236.42492294311523,8.954763412475586,4.586458206176758,3.4248828887939453,
2021-03-12 22:36:05.168066,1615588565.168066,rsa 4096,RSA 4096,715.613842010498,10.130643844604492,5.178689956665039,2.231597900390625,
2021-03-12 22:36:05.419426,1615588565.419426,rsa,RSA,127.92348861694336,10.595321655273438,5.625724792480469,3.5767555236816406,
2021-03-12 22:36:05.438847,1615588565.438847,dilithium2,Dilithium 2,3.2036304473876953,3.7059783935546875,3.6249160766601562,4.109621047973633,
2021-03-12 22:36:05.459100,1615588565.4591,dilithium3,Dilithium 3,3.374338150024414,3.8373470306396484,4.074335098266602,4.134416580200195,
2021-03-12 22:36:05.478441,1615588565.478441,dilithium5,Dilithium 5,3.8323402404785156,3.621339797973633,3.3931732177734375,3.582000732421875,
2021-03-12 22:36:05.499194,1615588565.499194,dilithium2_aes,Dilithium 2 with AES,3.7894248962402344,3.9920806884765625,4.133462905883789,4.029512405395508,
2021-03-12 22:36:05.517288,1615588565.517288,dilithium3_aes,Dilithium 3 with AES,2.698659896850586,4.031896591186523,3.616809844970703,3.067493438720703,
2021-03-12 22:36:05.535131,1615588565.535131,dilithium5_aes,Dilithium 5 with AES,2.882242202758789,3.664255142211914,3.9238929748535156,3.8232803344726562,
2021-03-12 22:36:05.569412,1615588565.569412,falcon512,Falcon 512,10.19906997680664,4.080295562744141,4.350423812866211,3.9336681365966797,
2021-03-12 22:36:05.635354,1615588565.635354,falcon1024,Falcon 1024,26.172876358032227,4.626989364624023,4.906892776489258,3.0808448791503906,
2021-03-12 22:36:05.919349,1615588565.919349,rainbowIclassic,Rainbow I Classic,123.9931583404541,8.893013000488281,13.334274291992188,11.79194450378418,
2021-03-12 22:36:06.226246,1615588566.226246,rainbowIcircumzenithal,Rainbow I Circumzenithal,138.671875,7.914304733276367,10.418891906738281,9.411096572875977,
2021-03-12 22:36:06.703646,1615588566.703646,rainbowIcompressed,Rainbow I Compressed,138.75818252563477,64.03231620788574,67.14773178100586,9.562492370605469,
2021-03-12 22:36:09.857300,1615588569.8573,rainbowIIIclassic,Rainbow III Classic,1491.5990829467773,33.40792655944824,62.06631660461426,56.57196044921875,
2021-03-12 22:36:13.376271,1615588573.376271,rainbowIIIcircumzenithal,Rainbow III Circumzenithal,1694.0624713897705,26.003599166870117,46.26345634460449,42.58418083190918,
2021-03-12 22:36:19.206257,1615588579.206257,rainbowIIIcompressed,Rainbow III Compressed,1694.8215961456299,793.2713031768799,814.3692016601562,41.562795639038086,
2021-03-12 22:36:27.923683,1615588587.923683,rainbowvclassic,Rainbow V Classic,4176.421165466309,70.36852836608887,133.57996940612793,120.64743041992188,
2021-03-12 22:36:37.793404,1615588597.793404,rainbowVcircumzenithal,Rainbow V Circumzenithal,4792.349815368652,52.78348922729492,94.77400779724121,106.05502128601074,
2021-03-12 22:36:54.307844,1615588614.307844,rainbowVcompressed,Rainbow V Compressed,4790.798187255859,2271.548271179199,2314.480781555176,86.90834045410156,
2021-03-12 22:36:55.392543,1615588615.392543,rsa3072_dilithium2,RSA 3072 + Dilithium 2,630.3548812866211,8.291482925415039,8.079767227172852,4.0149688720703125,
2021-03-12 22:36:55.753219,1615588615.753219,rsa3072_falcon512,RSA 3072 + Falcon 512,168.9605712890625,8.595943450927734,8.159875869750977,3.910064697265625,
2021-03-12 22:36:56.443767,1615588616.443767,rsa3072_rainbowIclassic,RSA 3072 + Rainbow I Classic,355.5474281311035,11.612892150878906,16.344785690307617,12.229681015014648,
2021-03-12 22:36:57.337499,1615588617.337499,rsa3072_rainbowIcircumzenithal,RSA 3072 + Rainbow I Circumzenithal,521.9900608062744,10.947704315185547,14.042377471923828,9.703636169433594,
2021-03-12 22:36:58.243630,1615588618.24363,rsa3072_rainbowIcompressed,RSA 3072 + Rainbow I Compressed,411.0434055328369,66.57075881958008,70.66726684570312,9.057283401489258,
2021-03-12 22:36:58.263164,1615588618.263164,p256_dilithium2,P256 + Dilithium 2,3.3190250396728516,3.4530162811279297,4.790067672729492,4.317998886108398,
2021-03-12 22:36:58.303827,1615588618.303827,p256_falcon512,P256 + Falcon 512,11.301755905151367,4.142045974731445,3.7250518798828125,4.116296768188477,
2021-03-12 22:36:58.333550,1615588618.33355,p384_dilithium3,P384 + Dilithium 3,4.822254180908203,5.9413909912109375,6.0291290283203125,6.078004837036133,
2021-03-12 22:36:58.375672,1615588618.375672,p521_dilithium5,P521 + Dilithium 5,7.1563720703125,6.710052490234375,9.567022323608398,8.754968643188477,
2021-03-12 22:36:58.456149,1615588618.456149,p521_falcon1024,P521 + Falcon 1024,23.476123809814453,7.565736770629883,9.695768356323242,8.802175521850586,
