Timestamp,Timestamp (Seconds),Algorithm,Algorithm (human readable),Avg Key Gen Time (ms),Avg Cert Signing Request Time (ms),Avg Cert Gen Time (ms),Avg Cert Verifying Time (ms),
2021-03-12 22:33:44.413612,1615588424.413612,secp 256k1,ECDSA 256k1,4.238128662109375,2.538442611694336,3.148794174194336,3.053426742553711,
2021-03-12 22:33:44.431818,1615588424.431818,secp 384ri,ECDSA 384ri,2.370119094848633,2.9904842376708984,3.0031204223632812,3.1278133392333984,
2021-03-12 22:33:44.453559,1615588424.453559,secp 521r1,ECDSA 521r1,6.6089630126953125,2.4957656860351562,2.570629119873047,3.6013126373291016,
2021-03-12 22:33:44.833368,1615588424.833368,rsa 2048,RSA 2048,282.930850982666,11.20138168334961,4.268646240234375,3.5829544067382812,
2021-03-12 22:33:45.335570,1615588425.33557,rsa 3072,RSA 3072,226.9153594970703,11.086463928222656,4.350185394287109,3.901958465576172,
2021-03-12 22:33:47.235830,1615588427.23583,rsa 4096,RSA 4096,593.0535793304443,9.516000747680664,5.947351455688477,3.759622573852539,
2021-03-12 22:33:47.386142,1615588427.386142,rsa,RSA,71.48313522338867,10.181665420532227,5.73277473449707,3.8909912109375,
2021-03-12 22:33:47.406053,1615588427.406053,dilithium2,Dilithium 2,3.679037094116211,4.063606262207031,4.651784896850586,2.7968883514404297,
2021-03-12 22:33:47.427570,1615588427.42757,dilithium3,Dilithium 3,3.812551498413086,3.939390182495117,4.479408264160156,4.335641860961914,
2021-03-12 22:33:47.450407,1615588427.450407,dilithium5,Dilithium 5,3.995180130004883,4.300117492675781,4.853248596191406,4.441738128662109,
2021-03-12 22:33:47.470120,1615588427.47012,dilithium2_aes,Dilithium 2 with AES,3.3435821533203125,4.007101058959961,4.415988922119141,3.357410430908203,
2021-03-12 22:33:47.489398,1615588427.489398,dilithium3_aes,Dilithium 3 with AES,3.7059783935546875,4.445791244506836,3.473043441772461,2.948760986328125,
2021-03-12 22:33:47.508300,1615588427.5083,dilithium5_aes,Dilithium 5 with AES,2.826690673828125,4.57453727722168,3.473043441772461,4.093170166015625,
2021-03-12 22:33:47.544892,1615588427.544892,falcon512,Falcon 512,11.1541748046875,3.1507015228271484,5.144834518432617,4.4384002685546875,
2021-03-12 22:33:47.624298,1615588427.624298,falcon1024,Falcon 1024,29.410123825073242,4.956960678100586,3.767728805541992,4.23884391784668,
2021-03-12 22:33:47.908394,1615588427.908394,rainbowIclassic,Rainbow I Classic,123.72589111328125,9.426593780517578,12.314796447753906,11.696815490722656,
2021-03-12 22:33:48.213275,1615588428.213275,rainbowIcircumzenithal,Rainbow I Circumzenithal,137.78281211853027,7.678508758544922,10.007381439208984,8.542060852050781,
2021-03-12 22:33:48.690740,1615588428.69074,rainbowIcompressed,Rainbow I Compressed,139.19520378112793,63.475608825683594,67.3360824584961,9.377002716064453,
2021-03-12 22:33:51.848424,1615588431.848424,rainbowIIIclassic,Rainbow III Classic,1491.8501377105713,34.185171127319336,63.58027458190918,57.85250663757324,
2021-03-12 22:33:55.363826,1615588435.363826,rainbowIIIcircumzenithal,Rainbow III Circumzenithal,1694.2851543426514,25.759220123291016,46.477556228637695,41.59808158874512,
2021-03-12 22:34:01.197752,1615588441.197752,rainbowIIIcompressed,Rainbow III Compressed,1695.57785987854,795.659065246582,816.3847923278809,42.31548309326172,
2021-03-12 22:34:09.942584,1615588449.942584,rainbowvclassic,Rainbow V Classic,4173.445463180542,72.0365047454834,134.5674991607666,121.0026741027832,
2021-03-12 22:34:19.798749,1615588459.798749,rainbowVcircumzenithal,Rainbow V Circumzenithal,4796.114206314087,53.022146224975586,95.97039222717285,84.98477935791016,
2021-03-12 22:34:36.331812,1615588476.331812,rainbowVcompressed,Rainbow V Compressed,4794.031858444214,2272.195816040039,2313.803195953369,86.83133125305176,
2021-03-12 22:34:36.980902,1615588476.980902,rsa3072_dilithium2,RSA 3072 + Dilithium 2,150.70414543151855,7.94529914855957,8.611440658569336,3.9272308349609375,
2021-03-12 22:34:37.367741,1615588477.367741,rsa3072_falcon512,RSA 3072 + Falcon 512,183.8243007659912,8.722782135009766,8.488655090332031,4.041194915771484,
2021-03-12 22:34:37.888422,1615588477.888422,rsa3072_rainbowIclassic,RSA 3072 + Rainbow I Classic,167.79470443725586,11.671781539916992,16.247272491455078,8.475780487060547,
2021-03-12 22:34:38.464696,1615588478.464696,rsa3072_rainbowIcircumzenithal,RSA 3072 + Rainbow I Circumzenithal,297.87492752075195,9.597301483154297,13.195276260375977,4.96983528137207,
2021-03-12 22:34:39.499719,1615588479.499719,rsa3072_rainbowIcompressed,RSA 3072 + Rainbow I Compressed,358.68167877197266,67.75045394897461,70.36352157592773,5.546331405639648,
2021-03-12 22:34:39.518666,1615588479.518666,p256_dilithium2,P256 + Dilithium 2,3.3829212188720703,4.181146621704102,3.0570030212402344,3.4317970275878906,
2021-03-12 22:34:39.555918,1615588479.555918,p256_falcon512,P256 + Falcon 512,9.335994720458984,4.761219024658203,5.157709121704102,4.380941390991211,
2021-03-12 22:34:39.585777,1615588479.585777,p384_dilithium3,P384 + Dilithium 3,4.927873611450195,5.438566207885742,6.477832794189453,6.091594696044922,
2021-03-12 22:34:39.626674,1615588479.626674,p521_dilithium5,P521 + Dilithium 5,6.964683532714844,6.765842437744141,9.141683578491211,8.517742156982422,
2021-03-12 22:34:39.713555,1615588479.713555,p521_falcon1024,P521 + Falcon 1024,27.971744537353516,7.38835334777832,10.172843933105469,8.39996337890625,
