Timestamp,Timestamp (Seconds),Algorithm,Avg Key Gen Time (s),Avg Cert Signing Request Time (s),Avg Cert Gen Time (s),Avg Cert Verifying Time (s),
2020-10-25 01:48:05.212751,1603590485.212751,rsa,0.7945272922515869,0.04999136924743652,0.04539823532104492,0,
2020-10-25 01:48:08.507220,1603590488.50722,rsa,2.965135097503662,0.06780195236206055,0.07670259475708008,0,
2020-10-25 01:48:14.126486,1603590494.126486,rsa,4.535980939865112,0.11529111862182617,0.13293099403381348,0,
2020-10-25 01:48:14.236156,1603590494.236156,dilithium2,0.033579349517822266,0.030997276306152344,0.036716461181640625,0,
2020-10-25 01:48:14.337880,1603590494.33788,dilithium3,0.027722835540771484,0.03383064270019531,0.036345481872558594,0,
2020-10-25 01:48:14.442811,1603590494.442811,dilithium4,0.029057741165161133,0.03279876708984375,0.03914451599121094,0,
2020-10-25 01:48:14.903533,1603590494.903533,falcon512,0.23097801208496094,0.10058856010437012,0.10768556594848633,0,
2020-10-25 01:48:15.794168,1603590495.794168,falcon1024,0.526421308517456,0.14360666275024414,0.17461156845092773,0,
2020-10-25 01:48:20.119682,1603590500.119682,rsa3072_dilithium2,3.735407590866089,0.09110593795776367,0.0816199779510498,0,
2020-10-25 01:48:23.580336,1603590503.580336,rsa3072_falcon512,2.8126027584075928,0.12632298469543457,0.13071441650390625,0,
2020-10-25 01:48:23.693177,1603590503.693177,p256_dilithium2,0.03369736671447754,0.03252720832824707,0.04025459289550781,0,
2020-10-25 01:48:24.150016,1603590504.150016,p256_falcon512,0.21571731567382812,0.0935213565826416,0.11444735527038574,0,
2020-10-25 01:48:26.867874,1603590506.867874,rsa3072_dilithium3,2.2479560375213623,0.08139801025390625,0.08205080032348633,0,
2020-10-25 01:48:26.980144,1603590506.980144,p256_dilithium3,0.03234720230102539,0.03446531295776367,0.04041028022766113,0,
2020-10-25 01:48:27.137189,1603590507.137189,p384_dilithium4,0.042752981185913086,0.04431509971618652,0.06425142288208008,0,
2020-10-25 01:48:27.282994,1603590507.282994,p521_falcon512,0.02547764778137207,0.046689510345458984,0.06987690925598145,0,
