Timestamp,Timestamp (Seconds),Algorithm,Algorithm (human readable),Avg Key Gen Time (ms),Avg Cert Signing Request Time (ms),Avg Cert Gen Time (ms),Avg Cert Verifying Time (ms),
2021-03-05 03:55:14.310669,1614916514.310669,rsa 2048,RSA 2048,64.70513343811035,2.838134765625,2.759218215942383,1.8432140350341797,
2021-03-05 03:55:14.732416,1614916514.732416,rsa 3072,RSA 3072,108.64758491516113,4.238605499267578,4.369020462036133,1.9674301147460938,
2021-03-05 03:55:15.230112,1614916515.230112,rsa 4096,RSA 4096,216.51101112365723,6.631135940551758,6.548881530761719,2.0852088928222656,
2021-03-05 03:55:15.240305,1614916515.240305,dilithium2,Dilithium 2,1.7597675323486328,1.985788345336914,2.142190933227539,1.9881725311279297,
2021-03-05 03:55:15.251355,1614916515.251355,dilithium3,Dilithium 3,1.934051513671875,2.3844242095947266,2.3469924926757812,1.9936561584472656,
2021-03-05 03:55:15.261951,1614916515.261951,dilithium5,Dilithium 5,1.6982555389404297,2.03704833984375,2.365589141845703,2.0596981048583984,
2021-03-05 03:55:15.298291,1614916515.298291,falcon512,Falcon 512,18.448591232299805,2.3539066314697266,2.348661422729492,1.880645751953125,
2021-03-05 03:55:15.354254,1614916515.354254,falcon1024,Falcon 1024,18.916845321655273,2.372264862060547,2.5734901428222656,1.9829273223876953,
2021-03-05 03:55:15.366266,1614916515.366266,dilithium2_aes,Dilithium 2 + AES,1.8744468688964844,1.8343925476074219,1.9991397857666016,1.89208984375,
2021-03-05 03:55:15.376061,1614916515.376061,dilithium3_aes,Dilithium 3 + AES,1.6598701477050781,1.9383430480957031,2.0771026611328125,1.9023418426513672,
2021-03-05 03:55:15.386848,1614916515.386848,dilithium5_aes,Dilithium 5 + AES,1.7156600952148438,2.207517623901367,2.3674964904785156,2.0384788513183594,
2021-03-05 03:55:15.842088,1614916515.842088,rsa3072_dilithium2,RSA 3072 + Dilithium 2,422.76692390441895,4.305601119995117,4.730463027954102,2.5064945220947266,
2021-03-05 03:55:16.389865,1614916516.389865,rsa3072_falcon512,RSA 3072 + Falcon 512,263.3190155029297,4.633903503417969,4.522562026977539,2.0771026611328125,
2021-03-05 03:55:16.400496,1614916516.400496,p256_dilithium2,P256 + Dilithium 2,1.7163753509521484,1.9419193267822266,2.299785614013672,2.1996498107910156,
2021-03-05 03:55:16.424647,1614916516.424647,p256_falcon512,P256 + Falcon 512,6.98399543762207,2.153158187866211,2.405405044555664,2.0401477813720703,
2021-03-05 03:55:16.441311,1614916516.441311,p384_dilithium3,P384 + Dilithium 3,2.4690628051757812,2.8226375579833984,3.734588623046875,3.3032894134521484,
2021-03-05 03:55:16.466300,1614916516.4663,p521_dilithium5,P521 + Dilithium 5,3.677845001220703,3.7229061126708984,5.739927291870117,5.527257919311523,
2021-03-05 03:55:16.527511,1614916516.527511,p521_falcon1024,P521 + Falcon 1024,18.568754196166992,4.276275634765625,5.897760391235352,5.097150802612305,
