Timestamp,Timestamp (Seconds),CPU %,CPU Frequency,Virtual Memory %,Virtual Memory,Swap Memory %,Swap Memory,Disk Usage %,Disk Usage,
2021-03-11 22:58:21.148098,1615503501.148098,0.0,3493.4409999999993,15.1,648531968,0.0,0,19.1,12039618560,
2021-03-11 22:58:21.649226,1615503501.649226,0.7,3493.4409999999993,15.1,649191424,0.0,0,19.1,12039618560,
2021-03-11 22:58:22.150343,1615503502.150343,1.3,3493.4409999999993,15.1,648691712,0.0,0,19.1,12039618560,
2021-03-11 22:58:22.651665,1615503502.651665,0.0,3493.4409999999993,15.1,648691712,0.0,0,19.1,12039618560,
2021-03-11 22:58:23.152851,1615503503.152851,0.7,3493.4409999999993,15.1,648691712,0.0,0,19.1,12039618560,
2021-03-11 22:58:23.653990,1615503503.65399,4.3,3493.4409999999993,15.2,652857344,0.0,0,19.1,12039618560,
2021-03-11 22:58:24.155184,1615503504.155184,2.6,3493.4409999999993,15.2,654364672,0.0,0,19.1,12039618560,
2021-03-11 22:58:24.656314,1615503504.656314,0.0,3493.4409999999993,15.2,653066240,0.0,0,19.1,12039618560,
2021-03-11 22:58:25.157465,1615503505.157465,0.0,3493.4409999999993,15.2,653058048,0.0,0,19.1,12039618560,
2021-03-11 22:58:25.658567,1615503505.658567,0.0,3493.4409999999993,15.2,653058048,0.0,0,19.1,12039618560,
2021-03-11 22:58:26.159640,1615503506.15964,2.0,3493.4409999999993,15.2,653180928,0.0,0,19.1,12039618560,
2021-03-11 22:58:26.660725,1615503506.660725,0.0,3493.4409999999993,15.2,653172736,0.0,0,19.1,12039618560,
2021-03-11 22:58:27.161847,1615503507.161847,0.0,3493.4409999999993,15.2,653066240,0.0,0,19.1,12039618560,
2021-03-11 22:58:27.662997,1615503507.662997,0.0,3493.4409999999993,15.2,653066240,0.0,0,19.1,12039618560,
2021-03-11 22:58:28.164129,1615503508.164129,2.3,3493.4409999999993,15.2,653332480,0.0,0,19.1,12039618560,
2021-03-11 22:58:28.665216,1615503508.665216,0.0,3493.4409999999993,15.2,653332480,0.0,0,19.1,12039618560,
2021-03-11 22:58:29.166326,1615503509.166326,0.0,3493.4409999999993,15.2,653332480,0.0,0,19.1,12039618560,
2021-03-11 22:58:29.667424,1615503509.667424,0.3,3493.4409999999993,15.2,653332480,0.0,0,19.1,12039618560,
2021-03-11 22:58:30.168572,1615503510.168572,2.3,3493.4409999999993,15.2,652582912,0.0,0,19.1,12039618560,
2021-03-11 22:58:30.669640,1615503510.66964,0.3,3493.4409999999993,15.2,652566528,0.0,0,19.1,12039618560,
2021-03-11 22:58:31.170750,1615503511.17075,0.3,3493.4409999999993,15.2,652566528,0.0,0,19.1,12039618560,
2021-03-11 22:58:31.671467,1615503511.671467,0.0,3493.4409999999993,15.2,652566528,0.0,0,19.1,12039618560,
2021-03-11 22:58:32.172594,1615503512.172594,2.0,3493.4409999999993,15.2,651784192,0.0,0,19.1,12039618560,
2021-03-11 22:58:32.673646,1615503512.673646,0.0,3493.4409999999993,15.2,651784192,0.0,0,19.1,12039618560,
2021-03-11 22:58:33.174749,1615503513.174749,0.3,3493.4409999999993,15.2,652062720,0.0,0,19.1,12039618560,
2021-03-11 22:58:33.675501,1615503513.675501,0.7,3493.4409999999993,15.2,654901248,0.0,0,19.1,12039618560,
2021-03-11 22:58:34.176575,1615503514.176575,1.7,3493.4409999999993,15.2,655187968,0.0,0,19.1,12039618560,
2021-03-11 22:58:34.677659,1615503514.677659,0.0,3493.4409999999993,15.2,654405632,0.0,0,19.1,12039618560,
2021-03-11 22:58:35.178736,1615503515.178736,0.0,3493.4409999999993,15.2,654368768,0.0,0,19.1,12039618560,
2021-03-11 22:58:35.679564,1615503515.679564,0.0,3493.4409999999993,15.2,654188544,0.0,0,19.1,12039618560,
2021-03-11 22:58:36.180631,1615503516.180631,21.0,3493.4409999999993,15.3,658989056,0.0,0,19.1,12039618560,
2021-03-11 22:58:36.681683,1615503516.681683,22.8,3493.4409999999993,15.3,660635648,0.0,0,19.1,12039618560,
2021-03-11 22:58:37.182771,1615503517.182771,21.8,3493.4409999999993,15.3,660963328,0.0,0,19.1,12039618560,
2021-03-11 22:58:37.683852,1615503517.683852,20.4,3493.4409999999993,15.3,663302144,0.0,0,19.1,12039618560,
2021-03-11 22:58:38.184972,1615503518.184972,22.6,3493.4409999999993,15.4,664858624,0.0,0,19.1,12039618560,
2021-03-11 22:58:38.686056,1615503518.686056,23.1,3493.4409999999993,15.4,665878528,0.0,0,19.1,12039618560,
2021-03-11 22:58:39.187213,1615503519.187213,20.1,3493.4409999999993,15.4,666390528,0.0,0,19.1,12039618560,
2021-03-11 22:58:39.688320,1615503519.68832,20.7,3493.4409999999993,15.4,666132480,0.0,0,19.1,12039618560,
2021-03-11 22:58:40.189427,1615503520.189427,19.7,3493.4409999999993,15.4,666906624,0.0,0,19.1,12039618560,
2021-03-11 22:58:40.690481,1615503520.690481,22.7,3493.4409999999993,15.4,666923008,0.0,0,19.1,12039618560,
2021-03-11 22:58:41.191493,1615503521.191493,20.1,3493.4409999999993,15.4,667942912,0.0,0,19.1,12039618560,
2021-03-11 22:58:41.692562,1615503521.692562,20.5,3493.4409999999993,15.5,670552064,0.0,0,19.1,12039618560,
2021-03-11 22:58:42.193643,1615503522.193643,22.3,3493.4409999999993,15.5,674648064,0.0,0,19.1,12039618560,
2021-03-11 22:58:42.694729,1615503522.694729,26.6,3493.4409999999993,15.5,676204544,0.0,0,19.1,12039618560,
2021-03-11 22:58:43.195829,1615503523.195829,22.1,3493.4409999999993,15.5,676409344,0.0,0,19.1,12039618560,
2021-03-11 22:58:43.696896,1615503523.696896,19.7,3493.4409999999993,15.5,676044800,0.0,0,19.1,12039618560,
2021-03-11 22:58:44.197953,1615503524.197953,20.9,3493.4409999999993,15.5,675942400,0.0,0,19.1,12039618560,
2021-03-11 22:58:44.699088,1615503524.699088,20.7,3493.4409999999993,15.5,675397632,0.0,0,19.1,12039618560,
2021-03-11 22:58:45.200182,1615503525.200182,20.2,3493.4409999999993,15.5,675135488,0.0,0,19.1,12039618560,
2021-03-11 22:58:45.701350,1615503525.70135,20.1,3493.4409999999993,15.5,675131392,0.0,0,19.1,12039618560,
2021-03-11 22:58:46.202486,1615503526.202486,19.9,3493.4409999999993,15.5,675627008,0.0,0,19.1,12039618560,
2021-03-11 22:58:46.703577,1615503526.703577,22.2,3493.4409999999993,15.5,674623488,0.0,0,19.1,12039618560,
2021-03-11 22:58:47.204663,1615503527.204663,20.3,3493.4409999999993,15.5,675409920,0.0,0,19.1,12039618560,
2021-03-11 22:58:47.705725,1615503527.705725,19.1,3493.4409999999993,15.5,675164160,0.0,0,19.1,12039618560,
2021-03-11 22:58:48.206813,1615503528.206813,22.0,3493.4409999999993,15.5,676192256,0.0,0,19.1,12039618560,
2021-03-11 22:58:48.707659,1615503528.707659,22.7,3493.4409999999993,15.5,676188160,0.0,0,19.1,12039618560,
2021-03-11 22:58:49.208758,1615503529.208758,25.2,3493.4409999999993,15.5,676315136,0.0,0,19.1,12039618560,
2021-03-11 22:58:49.709875,1615503529.709875,20.7,3493.4409999999993,15.6,679538688,0.0,0,19.1,12039618560,
2021-03-11 22:58:50.211072,1615503530.211072,22.9,3493.4409999999993,15.8,689094656,0.0,0,19.1,12039618560,
2021-03-11 22:58:50.712152,1615503530.712152,22.4,3493.4409999999993,15.8,693501952,0.0,0,19.1,12039618560,
2021-03-11 22:58:51.213258,1615503531.213258,19.3,3493.4409999999993,15.8,692973568,0.0,0,19.1,12039618560,
2021-03-11 22:58:51.714324,1615503531.714324,18.9,3493.4409999999993,15.8,692981760,0.0,0,19.1,12039618560,
2021-03-11 22:58:52.215433,1615503532.215433,19.4,3493.4409999999993,15.8,692957184,0.0,0,19.1,12039618560,
2021-03-11 22:58:52.716534,1615503532.716534,21.6,3493.4409999999993,15.8,692736000,0.0,0,19.1,12039618560,
2021-03-11 22:58:53.217611,1615503533.217611,19.9,3493.4409999999993,15.8,692682752,0.0,0,19.1,12039618560,
2021-03-11 22:58:53.718694,1615503533.718694,18.8,3493.4409999999993,15.8,693186560,0.0,0,19.1,12039618560,
2021-03-11 22:58:54.219542,1615503534.219542,21.2,3493.4409999999993,15.8,693456896,0.0,0,19.1,12039618560,
2021-03-11 22:58:54.720637,1615503534.720637,22.1,3493.4409999999993,15.8,692428800,0.0,0,19.1,12039618560,
2021-03-11 22:58:55.221722,1615503535.221722,21.1,3493.4409999999993,15.8,693755904,0.0,0,19.1,12039618560,
2021-03-11 22:58:55.722791,1615503535.722791,19.6,3493.4409999999993,15.8,694001664,0.0,0,19.1,12039618560,
2021-03-11 22:58:56.223631,1615503536.223631,19.2,3493.4409999999993,15.8,694222848,0.0,0,19.1,12039618560,
2021-03-11 22:58:56.724741,1615503536.724741,22.0,3493.4409999999993,15.8,692994048,0.0,0,19.1,12039618560,
2021-03-11 22:58:57.225827,1615503537.225827,21.4,3493.4409999999993,15.8,694353920,0.0,0,19.1,12039618560,
2021-03-11 22:58:57.726950,1615503537.72695,20.8,3493.4409999999993,15.8,694657024,0.0,0,19.1,12039618560,
2021-03-11 22:58:58.228070,1615503538.22807,20.3,3493.4409999999993,15.8,694927360,0.0,0,19.1,12039618560,
2021-03-11 22:58:58.729270,1615503538.72927,23.0,3493.4409999999993,15.9,695910400,0.0,0,19.1,12039630848,
2021-03-11 22:58:59.230343,1615503539.230343,20.1,3493.4409999999993,15.9,696168448,0.0,0,19.1,12039630848,
2021-03-11 22:58:59.731459,1615503539.731459,19.4,3493.4409999999993,15.9,695603200,0.0,0,19.1,12039630848,
2021-03-11 22:59:00.232563,1615503540.232563,20.1,3493.4409999999993,15.9,695349248,0.0,0,19.1,12039630848,
2021-03-11 22:59:00.733639,1615503540.733639,20.4,3493.4409999999993,15.9,698716160,0.0,0,19.1,12039630848,
2021-03-11 22:59:01.234809,1615503541.234809,20.9,3493.4409999999993,15.9,697155584,0.0,0,19.1,12039630848,
2021-03-11 22:59:01.735876,1615503541.735876,21.2,3493.4409999999993,15.9,696377344,0.0,0,19.1,12039630848,
2021-03-11 22:59:02.237035,1615503542.237035,20.0,3493.4409999999993,15.9,696373248,0.0,0,19.1,12039630848,
